id,zone_id,safety_class_id,mentor_id,address
1007,196,2,56791,"Arcadia, Declaration Way 60"
1008,416,1,9449,"Vallejo, Havey Hill 93"
1009,450,7,4215,"Bakersfield, Darwin Plaza 74"
1010,270,5,48198,"Calexico, Ridgeview Place 78"
1011,195,3,9046,"Buena Park, Cardinal Lane 81"
1012,37,6,37865,"Arcadia, Morningstar Junction 58"
1013,920,7,43363,"West Covina, Nobel Crossing 21"
1014,788,2,30303,"San Diego, Pleasure Road 5"
1015,472,4,21929,"Turlock, Randy Center 59"
1016,455,6,27784,"Pico Rivera, Merchant Drive 25"
1017,460,6,50101,"Emeryville, Dryden Pass 72"
1018,98,5,26432,"Dorris, Rieder Center 48"
1019,782,8,34891,"La Verne, Derek Park 27"
1020,869,2,8849,"Hawthorne, Wayridge Trail 71"
1021,352,1,40245,"Costa Mesa, Crowley Junction 84"
1022,158,3,30314,"Pleasanton, Riverside Circle 3"
1023,596,5,35402,"Fremont, Sutteridge Court 29"
1024,108,7,46253,"Placerville, Northwestern Road 87"
1025,256,4,8266,"La Cañada Flintridge, Eastwood Pass 43"
1026,858,2,39015,"Oxnard, Tennyson Trail 97"
1027,189,6,47271,"Trinidad, Fallview Hill 78"
1028,429,7,38667,"Perris, Dovetail Road 40"
1029,323,7,37668,"San Joaquin, Hovde Road 44"
1030,480,5,35604,"La Puente, Express Avenue 46"
1031,517,5,12850,"Paradise, Myrtle Way 1"
1032,554,1,50373,"Desert Hot Springs, Oakridge Lane 89"
1033,516,4,36387,"La Quinta, Meadow Valley Park 40"
1034,239,2,52005,"Dorris, Union Point 94"
1035,403,1,10893,"Oroville, Southridge Court 12"
1036,27,3,46069,"Calexico, John Wall Terrace 39"
1037,484,5,4744,"Millbrae, Hallows Place 31"
1038,301,3,16956,"Avalon, Surrey Point 27"
1039,301,4,29240,"Galt, Monica Parkway 46"
1040,326,5,21121,"West Sacramento, Corben Plaza 36"
1041,90,2,54048,"Chowchilla, Homewood Court 38"
1042,377,7,50043,"Morgan Hill, Evergreen Park 66"
1043,813,3,34046,"Rohnert Park, Sunfield Avenue 53"
1044,710,7,26804,"Oakdale, Walton Park 4"
1045,912,4,57113,"Daly City, Hollow Ridge Park 73"
1046,436,7,9760,"Lynwood, Mesta Junction 47"
1047,563,4,404,"Ventura, Morningstar Terrace 6"
1048,431,4,38673,"Dinuba, Hansons Point 82"
1049,696,2,19147,"Tustin, Rieder Plaza 52"
1050,419,4,43037,"Belmont, Saint Paul Court 15"
1051,34,5,28496,"Upland, Coleman Street 6"
1052,813,3,26094,"Petaluma, Cody Terrace 64"
1053,407,7,55641,"Mill Valley, Kim Drive 77"
1054,424,5,37748,"Compton, Rieder Plaza 63"
1055,346,4,33609,"San Clemente, Little Fleur Pass 46"
1056,502,4,26952,"Temple City, Bartelt Alley 49"
1057,745,7,35526,"La Mirada, Mitchell Trail 18"
1058,308,5,25860,"Ontario, Mosinee Court 86"
1059,631,2,22289,"Yucaipa, Tennessee Road 79"
1060,87,7,11167,"Turlock, Westridge Terrace 60"
1061,508,4,41265,"Aliso Viejo, Stang Way 40"
1062,917,1,8191,"San Rafael, Hauk Avenue 85"
1063,88,5,44892,"Dinuba, Laurel Road 24"
1064,988,3,59813,"Dixon, Derek Road 76"
1065,114,5,10159,"Dublin, Schiller Junction 2"
1066,291,3,29445,"Jackson, Old Shore Way 33"
1067,372,4,55374,"San Mateo, Caliangt Hill 57"
1068,652,2,40230,"Grass Valley, Green Ridge Parkway 44"
1069,829,4,57521,"South El Monte, Bobwhite Point 6"
1070,723,4,43335,"Windsor, Little Fleur Parkway 80"
1071,88,4,59179,"Saratoga, Messerschmidt Plaza 90"
1072,153,6,44300,"Etna, Columbus Circle 10"
1073,869,5,51815,"Redlands, Acker Lane 90"
1074,653,4,33100,"Montclair, Dayton Parkway 7"
1075,869,4,47212,"Santa Clarita, Warner Trail 71"
1076,401,1,39807,"Culver City, Brentwood Lane 84"
1077,423,7,38142,"Rolling Hills, Memorial Trail 85"
1078,667,5,43530,"San Juan Capistrano, Golf Lane 77"
1079,875,3,45398,"Marina, Melvin Junction 30"
1080,354,2,40280,"Jackson, Moland Hill 49"
1081,934,4,14072,"Huntington Beach, Knutson Street 6"
1082,893,4,32254,"Atherton, Mendota Road 30"
1083,183,3,18389,"Rancho Mirage, Manley Hill 86"
1084,946,6,48747,"El Centro, Arrowood Point 33"
1085,868,5,47642,"Fortuna, Golf Park 89"
1086,71,2,12914,"Thousand Oaks, Banding Crossing 51"
1087,119,4,35268,"Atherton, Leroy Parkway 97"
1088,376,3,38306,"Amador City, Carey Parkway 67"
1089,857,6,54070,"Crescent City, Buell Park 89"
1090,638,7,18094,"Fontana, Schlimgen Street 50"
1091,342,8,31707,"Studio City, Westerfield Avenue 6"
1092,874,5,31178,"Etna, Lukken Park 74"
1093,940,2,10354,"El Cajon, Aberg Court 78"
1094,671,5,11321,"Calistoga, Cordelia Drive 73"
1095,609,4,46503,"Willits, Hazelcrest Hill 26"
1096,206,3,21092,"Burlingame, Esker Circle 76"
1097,171,3,26877,"Daly City, Bellgrove Road 56"
1098,155,1,22203,"Burbank, Banding Pass 87"
1099,670,1,4583,"San Marcos, Derek Drive 34"
1100,961,8,10186,"Orange, Portage Parkway 86"
1101,792,7,44944,"San Leandro, Green Center 43"
1102,407,1,58579,"Encinitas, Swallow Lane 78"
1103,515,3,55759,"Portola, Sullivan Circle 80"
1104,490,8,8712,"Wheatland, Lake View Junction 70"
1105,571,4,55702,"Selma, Warner Circle 62"
1106,302,5,205,"Ojai, Parkside Alley 75"
1107,202,3,18046,"Westmorland, Autumn Leaf Parkway 28"
1108,233,2,53710,"San Luis Obispo, Nelson Plaza 87"
1109,710,4,5171,"Redwood City, Londonderry Parkway 73"
1110,849,5,34135,"Walnut Creek, Talisman Way 91"
1111,871,1,56038,"Bell Gardens, Northridge Hill 12"
1112,704,7,37527,"Willows, Old Shore Parkway 15"
1113,946,7,49303,"Capitola, Dennis Trail 30"
1114,645,6,14772,"Santee, Anderson Trail 66"
1115,77,7,20168,"Ione, Sage Terrace 76"
1116,750,7,55298,"Holtville, Steensland Way 30"
1117,8,4,25061,"Yountville, Buhler Plaza 7"
1118,818,8,16967,"San Dimas, Loeprich Plaza 6"
1119,352,1,16840,"South Gate, Westridge Park 83"
1120,913,1,5585,"Bradbury, Lillian Crossing 5"
1121,207,2,15649,"Villa Park, Ohio Parkway 33"
1122,562,6,11234,"Capitola, Westport Trail 59"
1123,409,2,36187,"Newark, Parkside Plaza 85"
1124,311,2,28191,"San Ramon, Surrey Avenue 37"
1125,394,5,3474,"Palm Desert, Calypso Place 11"
1126,380,1,44611,"Livingston, Clarendon Point 69"
1127,42,6,14142,"Etna, Cambridge Crossing 36"
1128,350,4,45297,"Dixon, Scofield Lane 33"
1129,657,5,8537,"City of Commerce, 7th Circle 70"
1130,897,5,39453,"Maricopa, Milwaukee Junction 2"
1131,443,5,57578,"Walnut, Myrtle Plaza 63"
1132,834,5,38084,"Arvin, Prentice Avenue 99"
1133,842,5,362,"Dunsmuir, Onsgard Junction 32"
1134,668,3,37197,"Chico, Northridge Place 36"
1135,122,6,68,"Yucaipa, Del Mar Avenue 6"
1136,956,4,4945,"Tustin, Cottonwood Point 80"
1137,748,3,28625,"Biggs, Anniversary Point 62"
1138,345,6,6179,"Merced, Alpine Junction 16"
1139,47,5,41340,"Vacaville, Jenifer Center 55"
1140,475,7,26362,"Pomona, Dapin Court 42"
1141,256,6,26738,"Barstow, Spohn Street 4"
1142,501,7,2604,"Duarte, Grover Terrace 76"
1143,749,3,40800,"Rohnert Park, Bowman Center 77"
1144,125,6,52160,"Soledad, Golf Park 65"
1145,739,4,30109,"Oakland, Hoard Circle 94"
1146,530,2,59963,"Sacramento, Becker Junction 70"
1147,404,5,29253,"Fresno, Esker Terrace 82"
1148,153,3,37170,"Fortuna, Mandrake Terrace 43"
1149,797,1,2978,"San Leandro, Kingsford Way 34"
1150,743,1,13666,"Modesto, Kensington Lane 53"
1151,516,3,362,"Riverbank, Moland Way 11"
1152,170,3,28697,"Los Gatos, Mifflin Trail 12"
1153,690,1,7227,"Carlsbad, Shopko Avenue 83"
1154,36,7,44787,"Selma, Glendale Lane 78"
1155,254,5,33153,"Menlo Park, Dapin Alley 78"
1156,554,6,32819,"San Fernando, Brickson Park Lane 97"
1157,645,6,48039,"Paramount, Lunder Alley 56"
1158,255,2,40594,"Rolling Hills Estates, Linden Hill 40"
1159,507,3,20944,"San Mateo, Paget Drive 66"
1160,695,2,30545,"Needles, Golden Leaf Point 11"
1161,215,4,59937,"Loma Linda, Claremont Park 29"
1162,65,2,8353,"Dublin, Ridgeview Trail 74"
1163,873,7,40376,"Woodland, Granby Lane 30"
1164,242,7,50863,"Glendora, Armistice Circle 54"
1165,677,1,53465,"Galt, Esker Point 30"
1166,746,2,4565,"Lemon Grove, Crownhardt Alley 57"
1167,101,7,33246,"Westlake Village, Fuller Crossing 46"
1168,268,4,32204,"Imperial, Spaight Junction 35"
1169,444,4,4576,"Riverbank, Graedel Place 28"
1170,847,1,627,"Thousand Oaks, Crowley Park 29"
1171,171,3,51561,"Piedmont, Hauk Street 12"
1172,907,7,24461,"Lake Forest, Chive Point 47"
1173,922,3,51463,"Rancho Mirage, Quincy Lane 48"
1174,576,8,25832,"Palos Verdes Estates, Monument Trail 12"
1175,17,5,18924,"Mill Valley, Park Meadow Way 55"
1176,453,6,48052,"Novato, 3rd Parkway 95"
1177,82,6,38630,"Amador City, Nelson Center 31"
1178,531,4,10167,"Goleta, Little Fleur Way 19"
1179,926,8,12135,"Livingston, Longview Drive 2"
1180,875,1,58235,"Montague, Sundown Circle 76"
1181,7,4,13398,"Adelanto, Bellgrove Center 23"
1182,811,5,39928,"Fort Bragg, Prairie Rose Lane 71"
1183,210,5,53937,"Santa Clara, Grasskamp Pass 64"
1184,766,6,26090,"Lake Elsinore, Melvin Road 83"
1185,676,4,35890,"Capitola, Goodland Way 6"
1186,488,4,23477,"San Bruno, Loftsgordon Hill 7"
1187,767,6,39030,"Santa Clarita, Westend Hill 67"
1188,235,5,56734,"Danville, Dakota Center 77"
1189,141,4,14419,"Encinitas, Prairie Rose Alley 67"
1190,594,1,29934,"Vernon, Namekagon Park 59"
1191,523,1,16599,"Dublin, Southridge Center 4"
1192,794,6,44326,"Pismo Beach, Waywood Point 63"
1193,693,2,56665,"Yuba City, Kenwood Avenue 47"
1194,326,6,28980,"Crescent City, Petterle Court 43"
1195,153,6,54910,"Greenfield, Pleasure Trail 1"
1196,846,4,29646,"Huron, Westridge Center 91"
1197,134,7,50836,"Benicia, La Follette Point 44"
1198,226,5,43727,"Los Alamitos, Canary Point 11"
1199,615,2,26454,"Westminster, Village Green Circle 26"
1200,657,5,41618,"Avenal, Sunnyside Drive 95"
1201,513,5,41955,"Desert Hot Springs, Eastwood Court 96"
1202,698,5,40475,"San Carlos, Monica Parkway 74"
1203,338,5,38174,"Lompoc, Loftsgordon Point 25"
1204,892,7,721,"La Habra, Lighthouse Bay Circle 95"
1205,983,2,29716,"Temecula, Ridge Oak Street 39"
1206,812,6,11014,"San Rafael, Harper Plaza 85"
1207,93,4,22054,"Gustine, Everett Way 39"
1208,975,7,46103,"Cudahy, 2nd Way 81"
1209,606,3,42585,"Tulare, Pleasure Way 27"
1210,679,1,7052,"Orange Cove, Maple Wood Court 0"
1211,426,7,20027,"Santa Barbara, Lien Terrace 8"
1212,77,1,33169,"Palos Verdes Estates, Gulseth Place 75"
1213,710,2,57194,"Moraga, Sommers Terrace 43"
1214,961,5,46503,"Long Beach, American Ash Court 63"
1215,584,4,48663,"Chino Hills, Burning Wood Alley 29"
1216,11,2,35698,"Arroyo Grande, Bunting Plaza 0"
1217,168,4,1978,"Seaside, 5th Place 57"
1218,531,8,50696,"Gonzales, Toban Avenue 9"
1219,20,6,39362,"Irvine, Sutherland Trail 24"
1220,432,7,3718,"Monte Sereno, Merry Center 17"
1221,521,1,15123,"Rohnert Park, Lakewood Road 5"
1222,308,5,55709,"San Anselmo, Reinke Point 99"
1223,554,2,21085,"Villa Park, Meadow Vale Road 81"
1224,981,5,43660,"Rosemead, Crescent Oaks Road 29"
1225,492,1,55297,"Firebaugh, Stang Way 96"
1226,416,3,54170,"Calimesa, Charing Cross Place 96"
1227,742,1,23569,"Riverbank, Kinsman Point 22"
1228,188,7,58509,"Arcata, Mendota Crossing 41"
1229,310,3,44735,"Los Altos, 7th Parkway 3"
1230,81,2,13155,"Placentia, Sage Street 12"
1231,349,8,3418,"Costa Mesa, Transport Crossing 82"
1232,687,8,38653,"Woodlake, Monterey Drive 89"
1233,31,4,30836,"Danville, La Follette Way 76"
1234,61,1,19256,"Healdsburg, Barnett Crossing 91"
1235,107,7,3939,"Mendota, Anniversary Way 84"
1236,738,6,10609,"Colusa, Delladonna Circle 48"
1237,161,8,29185,"Colusa, Eggendart Plaza 51"
1238,691,7,6924,"Napa, Brentwood Place 68"
1239,132,4,43885,"Maricopa, Dwight Place 60"
1240,517,5,38875,"Madera, Sycamore Center 13"
1241,15,5,9337,"Rolling Hills, Rusk Parkway 25"
1242,563,8,54604,"Mill Valley, Dixon Junction 34"
1243,536,6,16275,"Ojai, Oriole Plaza 81"
1244,389,3,8278,"Arcata, 5th Lane 61"
1245,674,5,42090,"Manteca, Reindahl Point 88"
1246,278,2,42838,"Larkspur, Jay Avenue 64"
1247,894,2,57433,"Daly City, Manitowish Pass 92"
1248,63,6,765,"Upland, Carey Avenue 91"
1249,991,6,16218,"Monrovia, Maple Crossing 53"
1250,502,2,22109,"Chico, Clove Trail 79"
1251,712,7,57904,"St. Helena, Pine View Alley 5"
1252,357,7,16589,"La Cañada Flintridge, Clyde Gallagher Circle 26"
1253,323,5,9326,"Fountain Valley, Thompson Road 29"
1254,65,7,35622,"Hanford, Pond Pass 96"
1255,18,3,54552,"San Dimas, Mendota Park 43"
1256,890,2,1640,"Santa Clara, Dovetail Plaza 87"
1257,193,5,14203,"Gustine, Ryan Parkway 98"
1258,217,5,53487,"La Habra Heights, Elmside Street 2"
1259,93,5,8852,"Big Bear Lake, Manley Avenue 65"
1260,726,1,41502,"Watsonville, 1st Point 51"
1261,947,8,6711,"Vacaville, Karstens Parkway 15"
1262,865,1,52034,"Hawaiian Gardens, Park Meadow Way 37"
1263,40,4,3033,"Novato, Northfield Hill 15"
1264,662,7,56065,"Trinidad, 2nd Court 0"
1265,88,4,56972,"Newman, Dayton Junction 73"
1266,399,7,30966,"Santa Barbara, Hansons Avenue 67"
1267,629,7,6948,"Palo Alto, Walton Trail 43"
1268,844,2,13847,"Atascadero, Anhalt Alley 53"
1269,697,2,34493,"Jackson, Welch Parkway 42"
1270,563,3,47738,"Bellflower, Golf View Plaza 74"
1271,954,6,22679,"Firebaugh, Ilene Avenue 94"
1272,589,5,11541,"San Fernando, Chinook Street 46"
1273,427,1,14759,"Walnut Creek, Hoepker Street 78"
1274,951,4,35654,"Rocklin, Nobel Plaza 98"
1275,700,6,4340,"Palo Alto, Birchwood Lane 59"
1276,219,3,36938,"Lincoln, Continental Pass 83"
1277,616,1,52595,"Grass Valley, Riverside Lane 54"
1278,120,2,11718,"San Mateo, Onsgard Center 52"
1279,916,6,128,"Encinitas, Thierer Lane 28"
1280,957,2,11754,"Suisun City, Grayhawk Parkway 19"
1281,200,4,22176,"Ferndale, New Castle Junction 96"
1282,882,7,2126,"Redlands, Green Lane 91"
1283,386,3,52310,"Indio, Rigney Terrace 7"
1284,14,7,40891,"Davis, Manley Center 61"
1285,733,6,16897,"Anaheim, Straubel Hill 99"
1286,13,7,1402,"Coachella, Magdeline Plaza 2"
1287,623,6,26964,"Avalon, Algoma Crossing 15"
1288,681,1,52925,"Clearlake, Dovetail Avenue 4"
1289,427,3,30398,"Laguna Beach, Mitchell Drive 82"
1290,692,6,41225,"Calipatria, Artisan Drive 79"
1291,325,3,49967,"San Francisco, Blackbird Hill 82"
1292,448,2,17510,"Morro Bay, Morrow Drive 77"
1293,651,2,48438,"Rocklin, Kedzie Place 24"
1294,509,1,7291,"Stockton, Buena Vista Parkway 30"
1295,892,7,9175,"Cudahy, Meadow Valley Point 13"
1296,131,7,59068,"Mount Shasta, Morrow Trail 37"
1297,892,6,12384,"Pleasant Hill, Lotheville Plaza 2"
1298,483,2,25716,"Fillmore, Autumn Leaf Point 98"
1299,16,7,25104,"Hillsborough, Corry Hill 74"
1300,684,3,18244,"Ross, Bunker Hill Alley 0"
1301,1,5,37173,"Pasadena, Butterfield Road 44"
1302,496,5,116,"Whittier, Mendota Plaza 62"
1303,722,6,56287,"Porterville, Hintze Way 35"
1304,907,2,23443,"Danville, Fairview Lane 8"
1305,892,5,7505,"Truckee, Helena Alley 50"
1306,307,4,48419,"Cupertino, Chive Park 0"
1307,962,5,59873,"East Palo Alto, Prentice Terrace 17"
1308,620,3,58336,"Bradbury, Summerview Place 11"
1309,115,5,56314,"Truckee, Milwaukee Street 53"
1310,32,5,26685,"San Pablo, Bluestem Place 85"
1311,326,5,32206,"Brea, Bowman Place 57"
1312,229,5,3316,"La Habra, Mockingbird Park 58"
1313,792,3,45532,"Waterford, Waywood Circle 82"
1314,832,8,10386,"Santee, Eggendart Road 62"
1315,851,2,42507,"Palm Springs, Harbort Park 44"
1316,561,1,54238,"San Bernardino, 8th Alley 47"
1317,346,7,19545,"El Monte, Pepper Wood Lane 43"
1318,148,8,29180,"Ione, Commercial Place 38"
1319,53,4,33421,"Ceres, Miller Drive 30"
1320,861,6,57236,"Beaumont, Donald Hill 88"
1321,290,5,37413,"Los Altos, Pearson Lane 23"
1322,873,2,23451,"Ceres, Stoughton Point 78"
1323,81,4,5563,"Rancho Palos Verdes, Alpine Junction 70"
1324,553,2,42302,"Chowchilla, Donald Pass 61"
1325,758,4,57829,"Calistoga, Harbort Avenue 97"
1326,690,2,17949,"Los Angeles, Helena Parkway 53"
1327,217,2,4361,"San Juan Capistrano, Bluejay Circle 94"
1328,207,7,53894,"Laguna Niguel, Quincy Place 92"
1329,37,6,30460,"Jackson, Ramsey Court 91"
1330,623,7,34413,"La Habra Heights, Arapahoe Point 81"
1331,434,7,51788,"Manteca, Kipling Plaza 1"
1332,852,6,56742,"Cathedral City, Lillian Junction 72"
1333,73,5,10499,"Cudahy, Mayer Trail 21"
1334,118,4,23954,"Corning, Northwestern Way 83"
1335,445,3,36725,"Moraga, Michigan Parkway 19"
1336,532,6,880,"Morro Bay, 6th Center 67"
1337,664,7,55373,"Union City, Shasta Road 65"
1338,85,4,57610,"Orange Cove, Delaware Lane 36"
1339,596,3,12432,"Palmdale, Florence Parkway 6"
1340,746,4,27577,"Anaheim, Stuart Center 66"
1341,291,5,4208,"Lincoln, Daystar Center 21"
1342,874,2,24835,"Hidden Hills, Brentwood Avenue 26"
1343,403,5,37793,"Belmont, East Plaza 67"
1344,366,5,26085,"Wasco, Schlimgen Park 8"
1345,981,1,45037,"Irwindale, Tennessee Point 31"
1346,432,5,47133,"Rancho Mirage, South Crossing 3"
1347,889,6,56461,"Solvang, Butterfield Terrace 28"
1348,80,2,16527,"Apple Valley, Karstens Drive 79"
1349,667,3,55077,"La Cañada Flintridge, Maywood Circle 11"
1350,249,3,49765,"Isleton, Surrey Drive 49"
1351,758,3,10385,"Hercules, Shoshone Alley 45"
1352,77,4,38436,"Hemet, Oriole Center 4"
1353,401,5,58645,"Moreno Valley, Division Circle 65"
1354,722,7,25231,"Yreka, Autumn Leaf Trail 89"
1355,739,6,8573,"Apple Valley, Jay Circle 4"
1356,343,3,44810,"Belvedere, Hazelcrest Trail 91"
1357,834,1,11220,"Compton, Artisan Circle 14"
1358,769,5,18595,"Placentia, Anhalt Pass 46"
1359,868,6,24416,"Portola Valley, Eagan Crossing 14"
1360,633,1,41866,"West Sacramento, Westend Hill 30"
1361,510,6,37617,"Avenal, Bashford Court 11"
1362,170,2,49471,"San Joaquin, Manley Road 12"
1363,222,1,12972,"Point Arena, Rutledge Court 8"
1364,370,7,14483,"San Juan Capistrano, Roth Circle 86"
1365,335,7,21186,"Carmel-by-the-Sea, Sundown Avenue 61"
1366,632,4,27219,"Stanton, Straubel Road 88"
1367,177,5,45404,"Biggs, Bartillon Avenue 0"
1368,74,2,11098,"Manteca, 8th Center 12"
1369,558,5,56406,"Weed, Maryland Circle 79"
1370,456,6,43158,"Brea, Bluestem Alley 13"
1371,584,7,55889,"Compton, Susan Hill 8"
1372,948,2,36908,"Lathrop, Scoville Alley 81"
1373,696,1,13194,"Rancho Palos Verdes, Paget Circle 84"
1374,544,5,25203,"California City, Eastlawn Plaza 86"
1375,151,2,14144,"Colusa, Nevada Court 84"
1376,664,4,17861,"Whittier, Forster Alley 9"
1377,80,5,25976,"Lemoore, Norway Maple Plaza 49"
1378,765,4,48838,"Delano, Sunfield Point 63"
1379,115,4,36429,"Encinitas, Mesta Trail 19"
1380,972,2,53333,"Kerman, Moland Hill 2"
1381,517,7,15850,"Taft, Fallview Terrace 7"
1382,856,5,22120,"Chowchilla, Heffernan Road 15"
1383,638,2,15691,"Fresno, Rowland Street 70"
1384,943,8,6179,"Laguna Hills, Buell Avenue 82"
1385,285,2,33483,"Hawthorne, Pine View Drive 67"
1386,469,2,48951,"Cudahy, Russell Drive 79"
1387,523,7,48326,"Anaheim, Ohio Crossing 37"
1388,799,7,15868,"Kerman, Golf Pass 81"
1389,454,7,21543,"El Centro, Carpenter Terrace 73"
1390,447,7,21851,"Albany, Fairview Crossing 22"
1391,141,1,44054,"Dana Point, Gerald Lane 54"
1392,656,6,6613,"Fontana, Mandrake Pass 57"
1393,257,3,20338,"Poway, Buena Vista Hill 29"
1394,117,3,9170,"Anaheim, Texas Park 94"
1395,536,8,10939,"Duarte, Clyde Gallagher Road 79"
1396,641,1,38337,"Colton, East Terrace 62"
1397,607,6,47077,"Eureka, Express Lane 14"
1398,685,2,48641,"Perris, Clemons Place 14"
1399,768,4,9201,"Mill Valley, Almo Circle 33"
1400,288,6,10854,"Pico Rivera, East Hill 13"
1401,827,7,32057,"Buellton, Dovetail Place 58"
1402,83,5,36695,"Torrance, Stuart Center 87"
1403,465,1,2707,"La Cañada Flintridge, Heffernan Road 6"
1404,620,5,51071,"Merced, Carey Place 10"
1405,278,8,47978,"Emeryville, Reinke Avenue 45"
1406,717,6,13209,"Selma, 1st Hill 86"
1407,593,6,36292,"Solana Beach, Vidon Trail 46"
1408,427,7,34568,"Sebastopol, Charing Cross Crossing 79"
1409,862,3,16369,"Holtville, Basil Point 11"
1410,934,1,4529,"El Cerrito, Mosinee Hill 4"
1411,707,6,25631,"Placentia, Debs Road 61"
1412,295,5,5058,"Temple City, Nevada Plaza 94"
1413,411,5,22047,"Susanville, Armistice Crossing 51"
1414,910,1,44986,"Coalinga, Packers Road 34"
1415,355,1,36406,"Malibu, Calypso Way 41"
1416,453,7,14643,"Culver City, Cordelia Pass 36"
1417,575,6,12006,"Monrovia, Lake View Plaza 16"
1418,202,4,39276,"Ukiah, Ilene Street 81"
1419,153,1,30824,"El Monte, Northwestern Point 58"
1420,717,1,56742,"Amador City, Golf Lane 86"
1421,166,2,18153,"Cathedral City, Pine View Trail 92"
1422,947,4,45398,"Bradbury, Surrey Hill 45"
1423,310,5,23324,"Maywood, Sloan Circle 13"
1424,921,2,26023,"La Mesa, Muir Plaza 86"
1425,304,5,20510,"Davis, 2nd Hill 4"
1426,132,2,4753,"Alturas, Becker Circle 27"
1427,710,7,48714,"Sanger, Warbler Plaza 13"
1428,76,2,40501,"La Habra Heights, Sherman Drive 95"
1429,519,5,33243,"Turlock, Orin Junction 2"
1430,64,3,456,"Alhambra, Morrow Alley 11"
1431,768,5,12216,"Alturas, Mandrake Hill 87"
1432,315,6,13053,"Fowler, Nevada Pass 44"
1433,174,3,18648,"Woodlake, Coleman Way 72"
1434,308,6,18652,"La Mesa, Farwell Alley 43"
1435,899,6,44281,"Diamond Bar, Gerald Crossing 35"
1436,653,4,13053,"Windsor, Texas Center 73"
1437,798,1,26377,"San Clemente, Di Loreto Parkway 56"
1438,30,2,24311,"Milpitas, Hovde Lane 83"
1439,480,7,30535,"Tehachapi, Hanover Trail 59"
1440,956,1,30460,"Delano, Reinke Hill 80"
1441,473,5,39651,"Point Arena, Golf Course Center 50"
1442,877,5,49063,"Shasta Lake, Old Gate Crossing 94"
1443,593,5,6091,"Capitola, Golf View Point 8"
1444,439,4,46103,"Riverside, Shelley Court 78"
1445,809,6,27200,"East Palo Alto, Walton Avenue 10"
1446,95,1,13008,"Maricopa, Rigney Lane 19"
1447,121,2,15531,"Buellton, Lawn Road 42"
1448,704,2,37129,"Redwood City, Sheridan Terrace 76"
1449,364,4,6366,"Kingsburg, Atwood Way 50"
1450,999,2,19462,"Indian Wells, Ohio Trail 69"
1451,240,4,56819,"Antioch, Commercial Pass 62"
1452,549,6,27200,"Hollister, Southridge Place 80"
1453,793,6,58695,"Garden Grove, Bartelt Circle 40"
1454,814,4,39718,"Dixon, Prairie Rose Court 42"
1455,266,8,42446,"San Juan Bautista, Hayes Way 16"
1456,235,4,42584,"Rio Dell, Loftsgordon Drive 89"
1457,930,5,23014,"Menifee, Waxwing Point 9"
1458,95,1,21466,"San Diego, Meadow Valley Alley 0"
1459,569,7,14773,"Corte Madera, Bowman Parkway 84"
1460,756,3,35507,"Delano, Mcguire Avenue 66"
1461,928,6,25275,"Colfax, Farragut Junction 19"
1462,488,5,25631,"Oceanside, Crescent Oaks Center 37"
1463,985,4,29327,"Needles, Bluejay Park 64"
1464,507,3,3228,"Portola Valley, Spenser Lane 25"
1465,712,2,28513,"La Verne, Oriole Lane 8"
1466,475,6,11473,"Upland, Heath Point 34"
1467,250,2,31007,"Hemet, Hintze Alley 25"
1468,619,2,50324,"Tracy, Hansons Hill 5"
1469,123,3,45534,"King City, Hazelcrest Terrace 5"
1470,746,1,29228,"Turlock, Gulseth Court 62"
1471,615,4,36533,"Fountain Valley, Darwin Road 73"
1472,887,3,44654,"Imperial, Melby Road 76"
1473,501,7,11374,"Chino Hills, Sheridan Terrace 82"
1474,379,4,20372,"Beverly Hills, Oakridge Pass 25"
1475,111,2,6668,"Palos Verdes Estates, Forster Lane 40"
1476,293,1,13329,"Sutter Creek, Moose Point 53"
1477,486,4,34217,"Studio City, Crescent Oaks Lane 73"
1478,803,5,17332,"Monterey, Elka Junction 10"
1479,312,1,30571,"Davis, Rutledge Crossing 74"
1480,257,6,25502,"San Francisco, Melvin Center 67"
1481,29,2,29519,"Amador City, Carberry Avenue 55"
1482,682,1,30204,"Ferndale, Graceland Lane 24"
1483,477,3,2101,"Solvang, Magdeline Plaza 5"
1484,426,2,1514,"Villa Park, Spohn Plaza 92"
1485,194,7,30200,"Gardena, Tony Avenue 95"
1486,71,3,57357,"Davis, Arkansas Circle 84"
1487,317,2,502,"Roseville, Merrick Street 82"
1488,169,5,50918,"Santee, Alpine Lane 63"
1489,537,1,41075,"Ventura, Fair Oaks Park 30"
1490,949,6,41556,"Healdsburg, Anniversary Trail 13"
1491,712,2,50918,"Fontana, Waywood Park 56"
1492,680,7,40384,"Fontana, Corry Street 95"
1493,482,6,4208,"Los Angeles, Knutson Alley 32"
1494,205,2,46218,"McFarland, Dayton Point 97"
1495,9,2,58496,"Salinas, Meadow Ridge Junction 51"
1496,775,6,36873,"Orange Cove, Stone Corner Hill 68"
1497,493,4,8787,"Los Alamitos, Dexter Trail 58"
1498,699,8,5573,"Coronado, Hallows Junction 73"
1499,65,6,14339,"Victorville, Chinook Plaza 16"
1500,59,3,29318,"Brawley, Manley Pass 14"
1501,297,7,36644,"Loomis, Ridge Oak Point 96"
1502,694,3,19283,"Etna, Holy Cross Trail 75"
1503,377,1,5863,"Compton, Mallory Park 66"
1504,790,2,33047,"Blythe, Scott Street 30"
