id,product_id,storage_id,updated_at,count
10441,27,1982,2021-05-10 21:01:47,2
10442,21,4077,2021-02-15 16:37:29,2
10443,34,2584,2021-06-17 05:48:26,25
10444,8,1555,2021-06-02 05:33:35,6
10445,25,2536,2021-02-09 14:55:13,11
10446,9,1984,2021-01-30 21:05:06,2
10447,10,1521,2021-07-03 04:39:06,1
10448,31,642,2021-04-14 08:03:10,19
10449,19,2556,2021-08-03 15:26:26,32
10450,10,3777,2021-06-23 08:00:39,9
10451,35,378,2021-01-26 00:53:08,12
10452,24,1803,2021-10-02 07:15:03,1
10453,6,1280,2021-01-11 05:31:53,37
10454,49,3250,2021-05-19 20:50:12,6
10455,23,756,2021-11-19 07:20:05,11
10456,27,1555,2021-05-20 15:41:33,17
10457,10,589,2021-07-22 14:55:11,9
10458,45,4473,2021-08-02 06:27:06,14
10459,22,1864,2021-03-09 04:50:33,12
10460,30,820,2021-06-26 21:27:11,12
10461,32,2681,2021-05-25 02:37:29,11
10462,34,2649,2021-12-02 00:27:21,11
10463,22,2571,2021-07-01 17:32:11,1
10464,31,3316,2021-12-25 15:19:20,11
10465,36,557,2021-08-07 19:06:29,11
10466,2,3162,2021-08-23 15:22:04,4
10467,45,1310,2021-12-03 14:38:31,17
10468,22,3940,2021-10-27 01:31:05,3
10469,52,4526,2021-01-01 15:08:28,1
10470,30,4300,2021-11-18 17:57:49,6
10471,47,698,2021-12-23 23:47:49,6
10472,9,427,2021-09-09 05:34:40,16
10473,9,3402,2021-07-09 02:19:58,9
10474,31,287,2021-02-24 03:48:59,9
10475,49,3705,2021-02-20 21:49:05,2
10476,53,160,2021-05-20 12:06:16,1
10477,51,531,2021-07-18 07:53:11,1
10478,37,2234,2021-04-04 19:27:32,27
10479,20,3194,2021-01-30 08:12:23,33
10480,30,2453,2021-08-28 15:09:29,4
10481,33,2311,2021-08-19 12:06:19,41
10482,29,4237,2021-07-14 09:31:20,6
10483,1,3828,2021-07-19 09:50:23,24
10484,18,4257,2021-02-18 20:15:58,14
10485,8,4474,2021-12-22 01:36:37,8
10486,31,3055,2021-06-03 15:56:05,5
10487,13,1009,2021-10-05 00:13:33,28
10488,4,691,2021-03-04 04:38:30,29
10489,32,3791,2021-10-28 17:59:35,9
10490,5,1992,2021-10-10 12:05:31,12
10491,47,2,2021-04-22 17:36:53,5
10492,51,1521,2021-08-10 17:28:15,1
10493,30,657,2021-06-18 23:34:52,26
10494,9,793,2021-08-03 06:22:17,15
10495,50,46,2021-04-13 04:23:33,2
10496,14,1461,2021-12-21 21:54:43,2
10497,22,2943,2021-03-19 19:04:27,12
10498,22,1370,2021-03-16 23:39:35,24
10499,13,3443,2021-11-14 22:11:30,18
10500,5,1607,2021-05-31 00:10:11,24
10501,20,658,2021-03-13 09:06:11,29
10502,38,1232,2021-11-14 21:39:13,11
10503,38,3024,2021-01-23 17:13:20,8
10504,30,3869,2021-08-16 01:17:39,6
10505,30,2336,2021-10-13 01:00:15,29
10506,52,1371,2021-12-26 04:01:36,1
10507,26,2099,2021-05-09 11:28:25,7
10508,53,2665,2021-12-04 01:23:35,1
10509,15,3828,2021-09-06 04:04:56,7
10510,46,1285,2021-11-29 21:17:50,14
10511,35,4061,2021-07-04 20:51:19,4
10512,27,2807,2021-10-21 13:05:46,9
10513,13,1980,2021-03-26 10:19:09,22
10514,54,4095,2021-06-21 07:43:06,1
10515,19,3341,2021-03-06 21:00:44,1
10516,8,1135,2021-05-14 14:43:24,8
10517,35,1277,2021-05-24 02:35:31,25
10518,6,2716,2021-05-13 08:48:42,12
10519,24,1757,2021-10-04 05:14:18,1
10520,14,1990,2021-11-18 07:32:41,5
10521,52,3353,2021-05-09 18:17:13,1
10522,8,3691,2021-09-06 23:49:40,28
10523,36,3691,2021-11-16 03:08:06,6
10524,34,4155,2021-04-11 09:04:46,47
10525,44,1998,2021-11-03 01:12:06,1
10526,54,2149,2021-01-05 14:08:20,1
10527,16,128,2021-11-30 23:41:15,35
10528,30,1310,2021-02-20 11:02:30,20
10529,48,4048,2021-12-28 05:11:43,11
10530,26,3462,2021-03-18 09:52:28,1
10531,29,4253,2021-07-12 12:49:24,24
10532,34,2826,2021-07-14 12:02:59,40
10533,5,1709,2021-05-13 04:42:43,28
10534,54,2001,2021-04-06 06:58:04,1
10535,23,1252,2021-04-28 22:00:12,6
10536,31,1183,2021-03-05 10:02:10,21
10537,6,1441,2021-06-12 00:59:11,12
10538,45,3030,2021-11-11 22:03:23,14
10539,5,906,2021-11-21 17:06:05,18
10540,7,1445,2021-05-03 14:07:58,6
10541,48,3224,2021-09-24 16:26:13,16
10542,31,4546,2021-09-12 07:31:03,1
10543,7,4045,2021-07-02 20:16:39,48
10544,29,433,2021-01-15 02:38:51,3
10545,20,1161,2021-12-15 22:12:07,13
10546,28,3369,2021-03-11 11:49:11,17
10547,16,2015,2021-05-27 11:37:40,10
10548,53,2914,2021-09-14 18:02:32,1
10549,52,4042,2021-06-12 10:22:04,1
10550,47,1222,2021-03-13 19:44:49,10
10551,16,2853,2021-04-18 17:14:50,40
10552,40,1046,2021-06-24 01:02:46,1
10553,40,1237,2021-02-11 06:56:25,1
10554,6,4501,2021-10-16 22:16:58,20
10555,7,3669,2021-05-01 02:10:53,49
10556,18,2260,2021-10-11 19:00:31,31
10557,38,1963,2021-09-18 11:27:49,29
10558,52,99,2021-02-21 19:41:10,1
10559,18,2853,2021-05-30 09:06:37,6
10560,11,3508,2021-07-22 19:11:48,16
10561,22,521,2021-08-31 16:00:16,19
10562,55,4019,2021-12-29 02:11:26,45
10563,21,2966,2021-06-18 07:33:40,9
10564,27,4230,2021-03-06 20:13:24,1
10565,20,3186,2021-11-25 13:10:36,5
10566,37,2516,2021-02-23 19:35:42,7
10567,48,3088,2021-03-28 21:40:45,2
10568,47,757,2021-11-11 04:59:45,1
10569,11,1757,2021-07-17 00:08:53,6
10570,41,23,2021-01-16 16:06:02,1
10571,10,3496,2021-08-31 03:28:16,7
10572,20,3349,2021-10-13 05:34:43,5
10573,55,1106,2021-09-23 03:15:03,17
10574,55,1863,2021-05-07 21:22:31,47
10575,26,4093,2021-09-03 11:36:26,12
10576,5,252,2021-04-02 09:54:39,28
10577,25,431,2021-05-10 23:59:51,11
10578,46,1747,2021-07-26 20:06:31,3
10579,8,1597,2021-10-16 05:38:38,27
10580,18,2733,2021-11-08 10:06:25,16
10581,8,684,2021-04-26 14:22:10,38
10582,23,1858,2021-06-13 14:05:42,15
10583,27,773,2021-12-19 09:01:07,7
10584,17,4251,2021-09-08 07:49:25,22
10585,39,3686,2021-05-06 06:45:58,1
10586,1,2877,2021-05-02 11:07:43,25
10587,12,2379,2021-03-25 23:00:24,1
10588,55,199,2021-08-27 19:18:37,27
10589,36,210,2021-07-28 23:17:43,38
10590,20,2329,2021-05-31 19:44:39,9
10591,21,1005,2021-12-26 03:49:21,33
10592,5,4327,2021-08-14 15:18:06,10
10593,3,1775,2021-08-07 21:39:10,10
10594,18,4013,2021-06-13 07:48:46,1
10595,32,773,2021-01-07 21:36:14,23
10596,33,1244,2021-08-14 19:11:58,49
10597,21,3578,2021-11-09 13:02:17,23
10598,2,710,2021-11-26 21:13:22,37
10599,6,3530,2021-07-11 12:43:33,24
10600,19,1382,2021-10-27 23:35:47,19
10601,8,2133,2021-09-18 15:40:19,1
10602,13,4076,2021-01-25 08:22:22,13
10603,4,3909,2021-04-19 10:27:05,46
10604,54,1839,2021-05-12 11:06:32,1
10605,19,957,2021-04-04 01:38:14,16
10606,47,2516,2021-06-29 20:13:59,7
10607,47,2713,2021-03-20 13:58:05,4
10608,18,3845,2021-12-19 02:21:50,39
10609,38,2566,2021-06-09 07:10:19,3
10610,23,164,2021-08-05 05:04:52,6
10611,37,672,2021-03-27 17:48:33,43
10612,34,2507,2021-08-11 12:11:23,32
10613,13,4523,2021-08-31 19:34:58,17
10614,29,2716,2021-08-14 01:39:22,7
10615,2,1365,2021-08-11 12:09:34,39
10616,33,3643,2021-05-06 21:43:24,28
10617,38,3901,2021-11-10 18:45:48,12
10618,23,396,2021-08-24 11:13:12,2
10619,48,3431,2021-03-21 12:51:30,16
10620,47,1512,2021-03-18 23:06:17,11
10621,19,2525,2021-06-26 19:37:07,32
10622,45,3369,2021-01-05 08:02:58,16
10623,19,1803,2021-11-03 02:07:20,19
10624,45,483,2021-06-05 05:12:40,1
10625,6,2650,2021-04-28 18:42:23,19
10626,7,3924,2021-07-25 02:51:38,39
10627,36,3599,2021-04-07 02:17:16,7
10628,19,2029,2021-03-19 04:06:08,1
10629,39,481,2021-05-22 12:52:07,1
10630,20,287,2021-11-19 01:17:34,33
10631,36,2648,2021-05-24 08:04:44,44
10632,2,3027,2021-04-05 05:51:47,24
10633,29,4110,2021-11-18 16:10:45,10
10634,18,1883,2021-09-16 21:35:36,34
10635,51,1702,2021-02-15 05:02:49,1
10636,55,2765,2021-05-01 04:49:23,45
10637,10,3080,2021-07-06 20:37:22,3
10638,17,4143,2021-09-26 13:56:38,35
10639,53,3688,2021-07-09 01:09:12,1
10640,21,3927,2021-03-01 21:03:38,8
10641,55,3055,2021-02-03 03:16:17,21
10642,15,3352,2021-01-13 19:58:13,12
10643,17,902,2021-06-20 14:49:09,9
10644,35,3939,2021-08-26 13:29:41,39
10645,38,1387,2021-06-22 19:53:32,41
10646,13,1769,2021-08-17 07:34:08,28
10647,14,2107,2021-06-02 02:20:51,32
10648,7,2334,2021-02-12 04:09:00,7
10649,25,747,2021-06-16 09:32:49,11
10650,7,696,2021-09-12 05:13:53,20
10651,33,3101,2021-10-13 20:06:43,29
10652,11,2635,2021-09-04 22:42:55,2
10653,36,2721,2021-01-19 07:25:13,2
10654,37,1013,2021-08-02 05:07:39,8
10655,4,330,2021-04-23 15:58:03,32
10656,26,1735,2021-02-19 02:16:27,2
10657,24,2423,2021-06-05 10:19:04,5
10658,3,1769,2021-12-25 09:54:32,12
10659,20,696,2021-02-16 15:28:59,14
10660,35,901,2021-11-02 17:42:15,18
10661,31,242,2021-05-16 17:07:03,8
10662,18,4326,2021-09-10 06:26:31,25
10663,45,973,2021-06-07 05:10:43,6
10664,52,2960,2021-09-28 21:22:57,1
10665,55,1834,2021-05-12 10:09:58,28
10666,29,879,2021-12-12 02:42:12,8
10667,34,774,2021-08-25 02:36:05,37
10668,55,2174,2021-02-15 13:57:55,48
10669,30,1759,2021-10-30 10:13:11,10
10670,1,2368,2021-05-24 15:50:35,29
10671,34,3024,2021-09-04 07:08:44,15
10672,28,706,2021-02-25 14:56:30,4
10673,25,2650,2021-10-14 08:46:38,13
10674,25,2039,2021-08-25 10:34:15,14
10675,32,3714,2021-02-14 03:25:05,17
10676,17,2609,2021-06-09 12:52:24,25
10677,1,4392,2021-10-29 11:00:49,32
10678,1,2588,2021-01-30 07:50:59,15
10679,16,2668,2021-08-21 07:02:31,14
10680,17,2302,2021-05-01 21:04:18,25
10681,9,2141,2021-12-07 23:42:31,13
10682,49,4221,2021-02-28 14:47:19,2
10683,23,1434,2021-02-02 11:36:39,4
10684,54,1231,2021-02-11 20:26:02,1
10685,55,1396,2021-05-18 00:40:18,18
10686,22,268,2021-05-17 04:48:39,27
10687,6,3205,2021-08-16 19:24:09,23
10688,32,471,2021-08-10 23:50:47,10
10689,11,3618,2021-02-03 02:23:54,8
10690,14,3607,2021-10-28 16:20:02,33
10691,26,3996,2021-01-03 05:40:32,6
10692,35,3633,2021-10-13 21:21:57,47
10693,51,1611,2021-08-04 18:43:42,1
10694,13,3600,2021-06-07 03:14:56,15
10695,39,3151,2021-09-04 22:57:06,1
10696,30,3910,2021-04-12 09:44:25,7
10697,1,4443,2021-02-04 05:37:47,17
10698,6,205,2021-04-21 13:12:02,8
10699,21,3231,2021-11-19 03:24:31,2
10700,26,1413,2021-04-17 11:10:26,12
10701,19,3943,2021-03-30 03:11:35,5
10702,14,1359,2021-11-20 19:24:11,28
10703,7,4121,2021-08-25 02:42:16,30
10704,3,1224,2021-06-21 02:37:48,5
10705,9,1992,2021-06-07 08:48:07,17
10706,35,1519,2021-04-12 04:46:26,26
10707,37,3472,2021-03-22 00:59:39,29
10708,16,2316,2021-04-29 06:06:15,1
10709,31,4276,2021-10-29 04:45:37,13
10710,52,4168,2021-12-06 02:04:32,1
10711,19,4376,2021-02-04 16:49:50,11
10712,19,1024,2021-03-05 09:24:37,6
10713,26,1208,2021-04-11 12:26:17,6
10714,6,2265,2021-02-17 13:59:53,39
10715,33,3194,2021-12-18 14:45:03,46
10716,30,1694,2021-09-17 10:15:48,13
10717,37,954,2021-06-21 08:52:54,10
10718,8,1009,2021-04-19 07:24:09,24
10719,3,245,2021-02-07 19:38:06,15
10720,28,3198,2021-06-23 17:04:55,13
10721,10,2500,2021-12-05 13:52:37,5
10722,45,3569,2021-01-12 17:37:14,16
10723,34,3429,2021-07-12 05:15:15,47
10724,41,760,2021-10-31 17:02:58,1
10725,29,985,2021-10-29 15:35:35,2
10726,51,143,2021-02-19 17:33:39,1
10727,5,4173,2021-06-28 07:11:06,3
10728,25,1407,2021-02-21 07:19:32,11
10729,55,3682,2021-06-15 07:04:40,39
10730,29,3927,2021-08-26 18:09:28,24
10731,45,1257,2021-07-30 09:24:48,10
10732,40,4253,2021-09-11 02:00:51,1
10733,17,3080,2021-01-20 05:58:44,19
10734,46,4090,2021-11-08 04:07:49,16
10735,26,1715,2021-07-21 03:34:44,9
10736,6,1379,2021-10-21 02:13:28,12
10737,2,529,2021-04-02 15:30:28,19
10738,5,1000,2021-06-18 17:33:58,33
10739,27,1626,2021-09-05 13:38:25,15
10740,50,243,2021-06-13 20:02:17,5
10741,7,1457,2021-02-09 14:27:04,44
10742,38,2999,2021-12-08 16:14:09,43
10743,49,855,2021-12-22 00:18:02,9
10744,35,4100,2021-02-03 14:57:56,13
10745,29,3667,2021-08-12 10:12:38,20
10746,2,1154,2021-12-22 07:21:15,20
10747,47,4037,2021-04-19 01:18:15,8
10748,21,1311,2021-09-04 00:28:30,17
10749,51,1100,2021-09-06 00:23:58,1
10750,23,1655,2021-10-29 13:08:15,1
10751,18,2682,2021-02-02 21:15:33,39
10752,41,2611,2021-01-05 01:24:09,1
10753,27,1613,2021-04-29 21:52:58,9
10754,26,3781,2021-02-13 00:49:48,1
10755,36,166,2021-11-11 12:50:39,5
10756,46,2004,2021-03-16 10:30:51,17
10757,29,2774,2021-03-17 04:04:54,8
10758,54,1237,2021-06-27 15:39:48,1
10759,3,526,2021-03-10 08:16:49,21
10760,27,4505,2021-12-02 06:53:41,7
10761,47,2816,2021-01-28 05:39:12,10
10762,6,548,2021-07-22 12:04:26,38
10763,25,481,2021-11-11 23:32:28,14
10764,23,431,2021-04-21 13:32:57,1
10765,31,1735,2021-11-30 09:56:21,17
10766,21,992,2021-04-17 05:14:09,33
10767,14,2137,2021-08-12 07:19:26,13
10768,28,2765,2021-09-10 04:53:39,10
10769,31,592,2021-04-10 13:06:19,16
10770,29,546,2021-04-13 10:26:09,24
10771,5,4289,2021-12-27 18:57:38,11
10772,35,2766,2021-11-20 10:42:51,20
10773,15,3782,2021-06-10 01:39:21,9
10774,53,3437,2021-11-09 23:52:30,1
10775,6,3861,2021-03-28 01:54:57,28
10776,2,1454,2021-05-23 15:28:38,23
10777,21,96,2021-01-04 07:56:16,9
10778,12,2577,2021-10-28 21:26:47,3
10779,26,3542,2021-03-12 04:01:31,8
10780,24,4265,2021-01-02 09:39:02,8
10781,37,2660,2021-01-11 16:13:54,27
10782,38,701,2021-09-19 23:09:39,45
10783,16,725,2021-05-06 09:33:07,12
10784,10,571,2021-04-12 17:25:45,9
10785,48,2454,2021-01-04 02:15:37,11
10786,48,1948,2021-08-09 06:01:09,2
10787,17,4422,2021-08-27 10:03:11,33
10788,14,3484,2021-03-25 07:31:28,12
10789,19,276,2021-06-06 16:13:31,19
10790,17,4181,2021-06-13 04:27:27,4
10791,55,153,2021-02-10 21:24:28,42
10792,34,1004,2021-09-06 14:11:27,16
10793,6,2834,2021-02-03 12:52:57,9
10794,4,607,2021-05-30 21:11:54,27
10795,29,3641,2021-11-29 17:59:43,11
10796,35,1918,2021-12-16 17:06:20,47
10797,1,1048,2021-07-22 19:50:10,11
10798,23,290,2021-11-01 22:55:10,14
10799,1,2607,2021-07-13 07:47:30,1
10800,46,1002,2021-09-16 17:33:29,16
10801,3,1935,2021-09-27 12:10:16,11
10802,16,2677,2021-02-06 03:20:03,36
10803,33,2973,2021-04-16 15:11:05,20
10804,17,44,2021-09-04 00:47:42,27
10805,9,3306,2021-01-06 10:05:09,12
10806,13,2473,2021-12-20 20:46:49,23
10807,8,211,2021-09-02 16:30:53,42
10808,33,2730,2021-08-13 23:49:47,44
10809,48,4273,2021-07-30 02:08:33,13
10810,2,589,2021-09-21 04:09:23,34
10811,8,3906,2021-08-25 04:27:11,10
10812,50,4014,2021-02-08 11:33:40,1
10813,20,4384,2021-03-11 08:17:20,1
10814,44,4437,2021-04-21 02:29:19,1
10815,47,3109,2021-12-01 12:13:33,8
10816,36,3745,2021-03-19 20:46:53,2
10817,38,50,2021-06-12 12:19:57,20
10818,18,2993,2021-06-03 13:45:00,22
10819,38,4035,2021-10-02 23:01:44,8
10820,32,1946,2021-03-08 12:37:46,5
10821,22,2705,2021-02-12 16:22:56,27
10822,23,3219,2021-09-15 17:50:27,8
10823,46,671,2021-08-27 14:01:00,4
10824,55,2367,2021-06-16 22:32:52,41
10825,35,3748,2021-02-09 20:16:48,28
10826,11,963,2021-11-19 16:01:53,15
10827,3,2850,2021-01-25 21:36:12,21
10828,46,1720,2021-12-26 19:30:53,14
10829,45,4099,2021-08-08 08:21:00,6
10830,33,1671,2021-01-31 18:40:56,12
10831,28,2301,2021-07-01 21:16:26,14
10832,47,507,2021-03-22 02:30:18,5
10833,28,1164,2021-04-07 07:17:26,14
10834,4,1642,2021-03-04 01:26:25,11
10835,6,2591,2021-06-14 05:20:32,38
10836,21,2989,2021-11-28 15:00:02,16
10837,52,3064,2021-01-19 10:31:41,1
10838,1,1384,2021-11-04 03:06:07,26
10839,54,758,2021-08-06 12:22:20,1
10840,6,3048,2021-11-04 14:31:59,31
10841,50,374,2021-05-10 19:17:05,3
10842,27,635,2021-04-21 00:35:44,15
10843,13,441,2021-10-18 05:15:34,10
10844,6,4308,2021-04-03 07:28:25,39
10845,32,1787,2021-06-05 13:34:07,13
10846,18,4482,2021-02-06 15:08:47,14
10847,15,730,2021-10-28 01:32:00,15
10848,45,3211,2021-08-17 18:58:50,15
10849,18,3588,2021-11-30 05:02:23,6
10850,32,4532,2021-09-09 02:49:32,11
10851,26,4450,2021-02-26 23:37:17,3
10852,3,3979,2021-10-25 16:32:30,3
10853,36,2014,2021-02-25 01:19:37,27
10854,50,3115,2021-10-26 12:05:54,1
10855,52,4509,2021-12-01 22:01:56,1
10856,49,3123,2021-06-05 15:36:05,8
10857,31,299,2021-08-28 03:49:16,19
10858,23,2089,2021-02-24 09:50:43,13
10859,26,1019,2021-04-30 14:13:51,2
10860,45,840,2021-08-14 00:38:56,5
10861,1,4395,2021-02-26 04:25:04,7
10862,31,3524,2021-10-08 22:08:45,21
10863,23,3339,2021-04-16 05:17:45,12
10864,27,1084,2021-08-01 16:14:40,15
10865,53,2691,2021-08-05 23:48:55,1
10866,12,1757,2021-04-22 05:27:55,8
10867,47,4185,2021-12-05 03:35:56,9
10868,24,2794,2021-06-28 09:42:09,10
10869,8,2001,2021-10-15 05:01:24,3
10870,20,4340,2021-10-23 20:20:36,29
10871,52,3194,2021-04-17 19:03:08,1
10872,18,4082,2021-02-11 10:38:01,2
10873,21,1274,2021-10-02 00:38:46,19
10874,19,3110,2021-10-25 21:12:48,11
10875,25,298,2021-05-12 11:22:17,7
10876,11,4024,2021-11-13 19:26:57,1
10877,15,2411,2021-06-25 19:21:22,3
10878,2,1499,2021-03-06 04:59:54,32
10879,11,3949,2021-04-15 14:57:45,17
10880,30,3216,2021-06-15 06:02:57,13
10881,10,4005,2021-06-18 22:11:05,9
10882,2,2035,2021-12-02 07:43:52,6
10883,4,3462,2021-03-29 05:49:26,44
10884,15,617,2021-04-07 05:52:58,7
10885,50,1655,2021-08-08 11:34:39,4
10886,2,2951,2021-02-10 20:00:56,9
10887,50,339,2021-04-16 18:11:58,9
10888,33,4254,2021-02-25 17:10:28,20
10889,6,4380,2021-01-18 14:20:35,28
10890,29,3201,2021-08-24 22:04:15,14
10891,45,960,2021-12-30 08:14:37,13
10892,47,1012,2021-12-17 19:28:02,10
10893,28,3516,2021-02-23 18:36:37,10
10894,23,1805,2021-11-01 01:13:31,6
10895,38,2137,2021-09-18 09:03:45,32
10896,50,1104,2021-03-04 14:38:46,1
10897,37,234,2021-05-02 13:03:54,37
10898,7,3062,2021-12-10 02:40:30,43
10899,7,32,2021-09-23 21:16:02,28
10900,20,4180,2021-08-14 03:48:49,11
10901,29,4245,2021-11-03 12:16:12,24
10902,41,2809,2021-02-28 18:20:13,1
10903,26,2898,2021-10-09 09:08:14,5
10904,52,1716,2021-09-12 01:31:54,1
10905,25,653,2021-04-15 09:44:14,11
10906,19,1669,2021-04-12 20:21:29,29
10907,31,2751,2021-08-16 20:42:06,30
10908,7,3213,2021-03-07 03:26:20,26
10909,18,3898,2021-04-23 17:33:03,36
10910,2,4078,2021-03-04 03:20:37,16
10911,13,2903,2021-09-09 10:25:37,19
10912,1,1694,2021-08-01 13:48:20,24
10913,20,2574,2021-04-01 07:03:35,18
10914,25,334,2021-11-20 18:33:34,2
10915,10,4351,2021-03-01 13:31:55,6
10916,50,3169,2021-08-27 15:20:45,8
10917,2,3050,2021-12-14 00:12:29,36
10918,28,963,2021-05-09 22:33:43,10
10919,30,3064,2021-04-28 08:10:36,28
10920,18,2054,2021-02-05 19:19:26,3
10921,16,4370,2021-07-06 14:05:12,8
10922,15,1037,2021-08-05 02:24:43,5
10923,46,1200,2021-03-23 06:19:40,15
10924,51,838,2021-11-03 17:44:06,1
10925,30,3235,2021-12-29 14:06:12,18
10926,16,2448,2021-10-09 10:51:10,18
10927,16,222,2021-10-17 15:36:55,11
10928,29,3369,2021-05-12 13:40:11,12
10929,46,1802,2021-09-07 11:08:07,2
10930,9,2930,2021-09-11 06:01:13,7
10931,3,555,2021-09-16 12:59:49,18
10932,23,3671,2021-10-06 18:06:01,7
10933,1,3241,2021-11-08 10:55:45,29
10934,2,623,2021-08-31 00:46:21,30
10935,39,1925,2021-09-11 21:01:42,1
10936,55,4054,2021-08-24 11:09:47,2
10937,37,2149,2021-12-25 10:48:24,42
10938,2,854,2021-08-12 02:17:46,11
10939,48,1716,2021-03-10 15:21:11,2
10940,55,2448,2021-04-04 23:45:44,48
10941,8,3043,2021-01-14 22:37:00,16
10942,12,2365,2021-01-28 16:00:22,5
10943,19,302,2021-06-21 15:22:26,12
10944,29,3570,2021-07-26 20:41:00,8
10945,3,4314,2021-03-21 01:38:53,10
10946,5,3269,2021-09-05 17:59:13,16
10947,8,389,2021-02-18 03:11:43,34
10948,6,2669,2021-08-31 13:23:26,12
10949,52,2914,2021-10-04 05:49:31,1
10950,14,3150,2021-05-10 15:11:32,22
10951,49,26,2021-06-09 17:01:23,3
10952,5,3288,2021-12-17 00:40:20,13
10953,46,4032,2021-04-16 18:14:02,6
10954,49,2118,2021-03-04 15:40:41,2
10955,44,1174,2021-09-29 07:08:38,1
10956,6,3417,2021-05-01 12:40:52,11
10957,15,1642,2021-12-07 01:16:36,10
10958,28,2355,2021-08-31 07:51:41,14
10959,35,4234,2021-05-21 21:22:28,36
10960,17,3985,2021-03-19 21:35:54,1
10961,31,2905,2021-06-01 16:04:46,2
10962,47,3794,2021-04-11 18:15:19,16
10963,21,3887,2021-04-21 06:32:13,11
10964,7,4326,2021-07-20 10:46:52,38
10965,12,4320,2021-04-06 06:08:19,6
10966,33,2210,2021-02-01 20:49:26,30
10967,27,3754,2021-08-27 02:06:53,6
10968,16,520,2021-07-26 05:02:32,38
10969,3,1729,2021-07-06 06:46:19,3
10970,16,2327,2021-12-22 20:08:28,35
10971,27,1354,2021-11-05 04:01:49,2
10972,17,361,2021-04-02 06:01:04,23
10973,29,775,2021-04-25 02:45:14,16
10974,50,1485,2021-12-24 19:10:56,4
10975,32,693,2021-04-10 18:34:52,2
10976,33,1684,2021-08-07 17:15:06,11
10977,18,4327,2021-04-08 00:18:54,15
10978,21,4498,2021-05-17 00:18:17,19
10979,49,2321,2021-06-18 04:19:13,2
10980,24,1912,2021-06-09 17:58:49,16
10981,54,4509,2021-10-15 08:35:55,1
10982,18,985,2021-10-06 19:45:48,10
10983,35,1894,2021-03-21 10:10:59,18
10984,29,3834,2021-02-17 22:58:10,1
10985,28,3280,2021-05-31 09:42:13,17
10986,28,1534,2021-12-03 03:24:10,11
10987,14,2470,2021-12-09 21:52:49,21
10988,19,1681,2021-11-04 21:01:14,4
10989,9,3007,2021-03-21 17:59:25,13
10990,7,3521,2021-04-21 07:16:07,19
10991,38,418,2021-03-04 16:40:14,43
10992,23,2264,2021-05-25 11:20:26,6
10993,55,2610,2021-07-14 19:21:40,24
10994,6,2338,2021-01-22 17:07:44,30
10995,9,2436,2021-04-15 12:13:18,12
10996,8,4371,2021-10-24 17:39:09,48
10997,26,1897,2021-11-24 20:31:11,4
10998,14,535,2021-07-24 11:48:36,30
10999,33,577,2021-07-09 11:30:38,11
11000,46,4301,2021-12-29 15:48:55,14
11001,33,464,2021-06-15 20:51:20,35
11002,35,3262,2021-03-07 16:54:53,14
11003,48,3545,2021-02-22 01:26:16,4
11004,14,2885,2021-02-28 08:40:33,14
11005,33,2362,2021-01-14 06:45:39,44
11006,35,3038,2021-12-09 07:23:00,36
11007,26,3487,2021-04-15 08:57:26,7
11008,21,1387,2021-08-09 01:59:17,5
11009,51,3151,2021-06-23 01:24:45,1
11010,1,1793,2021-09-28 19:30:54,14
11011,36,3574,2021-06-02 17:55:46,49
11012,17,1622,2021-02-26 00:36:16,18
11013,13,3285,2021-03-29 06:51:50,16
11014,34,2945,2021-07-30 03:50:32,5
11015,30,663,2021-11-12 04:28:41,8
11016,4,3241,2021-10-20 06:24:08,9
11017,5,3186,2021-01-29 01:06:34,1
11018,29,2130,2021-11-03 21:54:11,20
11019,10,1359,2021-12-06 20:27:05,5
11020,23,868,2021-01-24 20:40:20,17
11021,15,2930,2021-10-29 16:23:05,24
11022,13,1937,2021-10-03 15:47:31,27
11023,35,276,2021-01-10 21:15:52,35
11024,31,3664,2021-06-19 06:12:03,27
11025,4,3351,2021-12-17 17:01:54,49
11026,38,2916,2021-12-01 06:20:36,25
11027,54,2480,2021-04-13 19:38:48,1
11028,36,509,2021-06-26 22:28:23,43
11029,34,3950,2021-05-02 14:14:26,43
11030,32,4221,2021-11-07 23:47:29,14
11031,35,2604,2021-09-11 19:38:33,42
11032,35,4304,2021-09-18 11:35:27,21
11033,32,4040,2021-05-11 06:58:14,25
11034,11,2231,2021-07-16 17:26:11,3
11035,35,367,2021-04-15 10:41:42,11
11036,47,2927,2021-08-28 13:05:47,7
11037,50,2571,2021-09-28 16:27:48,5
11038,18,2610,2021-10-27 19:10:15,25
11039,55,1823,2021-04-25 04:19:10,35
11040,15,4328,2021-04-23 03:11:40,17
11041,45,530,2021-10-22 07:57:21,8
11042,28,4126,2021-01-25 01:14:11,6
11043,32,890,2021-03-16 11:30:47,18
11044,47,3166,2021-03-04 10:32:16,14
11045,40,2795,2021-06-22 10:59:39,1
11046,41,211,2021-01-20 06:28:15,1
11047,31,408,2021-06-02 01:34:55,6
11048,34,1942,2021-09-21 04:42:28,19
11049,5,723,2021-05-08 07:00:39,5
11050,4,1149,2021-10-25 06:08:13,9
11051,13,2510,2021-06-08 20:04:42,32
11052,35,2773,2021-04-15 18:58:27,35
11053,30,2831,2021-03-21 01:26:49,9
